id,time,latitude,longitude,depth,mag,place
tx2025rfwiic,2025-09-01T23:33:58.731Z,31.60,-103.96,7.97,1.20,"35 km NNW of Toyah, Texas"
ak025b7x0rjx,2025-09-01T23:33:19.656Z,62.92,-150.68,31.40,3.00,"47 km N of Petersville, Alaska"
mb90109858,2025-09-01T23:32:32.810Z,44.35,-115.18,8.27,2.61,"23 km NW of Stanley, Idaho"
mb90109853,2025-09-01T23:28:38.040Z,44.35,-115.18,5.59,1.73,"23 km NW of Stanley, Idaho"
uu80116176,2025-09-01T23:26:47.610Z,38.50,-112.90,2.26,0.93,"15 km NE of Milford, Utah"
ak025b7wz2s0,2025-09-01T23:25:32.006Z,64.13,-150.28,2.80,1.70,"54 km WSW of Clear, Alaska"
nc75231797,2025-09-01T23:22:03.050Z,37.52,-121.79,3.47,1.02,"13 km SE of Sunol, CA"
ci41281072,2025-09-01T23:21:54.450Z,33.71,-116.82,14.79,0.93,"8 km SE of Valle Vista, CA"
uu80116171,2025-09-01T23:20:05.930Z,38.50,-112.89,2.21,0.76,"15 km NE of Milford, Utah"
uu80116166,2025-09-01T23:19:34.330Z,38.50,-112.89,2.00,0.92,"15 km NE of Milford, Utah"
nc75231792,2025-09-01T23:05:30.270Z,36.67,-121.35,1.81,0.96,"13 km SSW of Tres Pinos, CA"
tx2025rfvezp,2025-09-01T22:59:52.034Z,32.01,-101.69,8.86,1.10,"16 km SE of Stanton, Texas"
uu80116161,2025-09-01T22:55:38.560Z,38.50,-112.90,2.44,0.62,"15 km NE of Milford, Utah"
uu80116156,2025-09-01T22:47:01.850Z,38.50,-112.90,2.43,1.20,"15 km NE of Milford, Utah"
ci41281056,2025-09-01T22:40:25.390Z,33.42,-116.66,4.33,0.83,"15 km S of Anza, CA"
uu80116151,2025-09-01T22:33:19.860Z,38.50,-112.89,2.60,0.78,"15 km NE of Milford, Utah"
ak025b7wew2y,2025-09-01T22:31:14.174Z,61.75,-149.51,52.10,3.40,"13 km NNW of Tanaina, Alaska"
nc75231787,2025-09-01T22:28:59.290Z,38.79,-122.73,1.44,1.72,"3 km E of The Geysers, CA"
uu80116146,2025-09-01T22:26:19.690Z,44.76,-111.18,7.49,0.75,"1 km SSE of Hebgen Lake Estates, Montana"
ci41281048,2025-09-01T22:22:56.750Z,33.13,-116.53,14.07,0.96,"8 km NE of Julian, CA"
pr71494298,2025-09-01T22:10:49.370Z,19.23,-64.45,20.59,3.42,"105 km NNE of Cruz Bay, U.S. Virgin Islands"
ak025b7wa5e9,2025-09-01T22:09:01.933Z,59.97,-153.10,119.10,1.50,"60 km ENE of Pedro Bay, Alaska"
ak025b7w9t3p,2025-09-01T22:07:42.620Z,62.77,-148.90,59.90,1.20,"69 km S of Cantwell, Alaska"
nc75231782,2025-09-01T22:06:57.380Z,38.80,-122.78,3.09,0.82,"3 km NNW of The Geysers, CA"
tx2025rftkxk,2025-09-01T22:06:27.147Z,31.65,-104.39,6.10,1.50,"58 km S of Whites City, New Mexico"
uu80116141,2025-09-01T22:02:11.220Z,38.50,-112.89,2.40,0.73,"15 km NE of Milford, Utah"
ci41281032,2025-09-01T21:58:49.080Z,33.39,-116.42,8.33,0.57,"15 km NNW of Borrego Springs, CA"
ci41281016,2025-09-01T21:52:10.180Z,32.71,-115.65,9.46,1.21,"11 km W of Heber, CA"
uu80116131,2025-09-01T21:49:44.900Z,38.50,-112.90,2.43,0.72,"15 km NE of Milford, Utah"
ci41281000,2025-09-01T21:38:32.380Z,35.36,-117.80,6.59,0.58,"15 km W of Johannesburg, CA"
us7000qt5b,2025-09-01T21:38:22.809Z,22.99,-109.62,10.00,4.80,"9 km SSE of La Playa, Mexico"
us7000qt5a,2025-09-01T21:27:45.588Z,2.41,127.30,94.64,4.40,"108 km NW of Tobelo, Indonesia"
ak025b7vsdb3,2025-09-01T21:26:07.821Z,60.53,-152.83,134.60,2.30,"83 km W of Salamatof, Alaska"
uu80116126,2025-09-01T21:23:33.590Z,38.50,-112.90,2.37,2.13,"15 km NE of Milford, Utah"
ak025b7vri5a,2025-09-01T21:22:02.543Z,63.34,-150.29,28.20,1.30,"67 km W of Cantwell, Alaska"
nc75231777,2025-09-01T21:22:00.910Z,38.84,-122.80,2.05,0.76,"7 km WNW of Cobb, CA"
uu80116121,2025-09-01T21:21:49.980Z,38.50,-112.90,2.53,0.64,"15 km NE of Milford, Utah"
ci41280984,2025-09-01T21:20:00.140Z,33.89,-118.21,11.37,1.40,"2 km ESE of Compton, CA"
nc75231772,2025-09-01T21:13:58.440Z,36.68,-121.35,4.99,2.28,"12 km SSW of Tres Pinos, CA"
nc75231767,2025-09-01T21:12:39.380Z,38.84,-122.79,1.93,1.05,"6 km WNW of Cobb, CA"
uu80116111,2025-09-01T21:08:17.960Z,38.50,-112.90,2.39,1.51,"15 km NE of Milford, Utah"
tx2025rfreid,2025-09-01T20:58:28.737Z,31.77,-104.21,6.56,2.20,"48 km SSE of Whites City, New Mexico"
tx2025rfrary,2025-09-01T20:54:15.781Z,31.76,-104.21,6.10,2.50,"48 km SSE of Whites City, New Mexico"
nc75231762,2025-09-01T20:54:14.850Z,38.84,-122.79,1.85,0.72,"6 km WNW of Cobb, CA"
nc75231757,2025-09-01T20:53:18.470Z,38.83,-122.78,2.11,2.15,"5 km WNW of Cobb, CA"
ok2025rdom,2025-09-01T20:49:47.170Z,35.53,-96.76,6.69,1.13,"8 km NW of Prague, Oklahoma"
av93744248,2025-09-01T20:49:15.960Z,58.47,-154.59,2.74,0.21,"100 km N of Karluk, Alaska"
uu80116106,2025-09-01T20:48:16.270Z,38.50,-112.89,2.09,0.82,"15 km NE of Milford, Utah"
av93744243,2025-09-01T20:41:48.940Z,52.33,-174.16,4.11,0.49,"15 km NNE of Atka, Alaska"
pr71494293,2025-09-01T20:41:15.640Z,18.25,-66.66,3.30,1.47,"5 km ESE of Utuado, Puerto Rico"
nc75231752,2025-09-01T20:38:29.210Z,36.68,-121.35,1.86,1.60,"13 km S of Tres Pinos, CA"
uu80116101,2025-09-01T20:37:55.080Z,38.50,-112.90,2.28,1.07,"15 km NE of Milford, Utah"
tx2025rfqljq,2025-09-01T20:36:28.681Z,32.13,-101.49,7.47,0.80,"11 km W of Forsan, Texas"
ak025b7v7u9i,2025-09-01T20:30:28.383Z,60.99,-147.29,69.20,1.00,"35 km WNW of Tatitlek, Alaska"
ak025b7v7gi5,2025-09-01T20:28:50.054Z,61.68,-151.30,76.70,0.90,"34 km S of Skwentna, Alaska"
nc75231742,2025-09-01T20:28:12.620Z,36.68,-121.35,1.70,1.85,"12 km SSW of Tres Pinos, CA"
ak025b7v71ot,2025-09-01T20:26:58.051Z,66.05,-153.90,0.00,2.30,"16 km E of Hughes, Alaska"
nc75231747,2025-09-01T20:26:38.050Z,36.69,-121.33,4.72,3.71,"11 km S of Tres Pinos, CA"
nc75231737,2025-09-01T20:23:29.320Z,37.28,-121.60,6.15,0.69,"18 km NNE of Morgan Hill, CA"
nc75231732,2025-09-01T20:13:24.210Z,38.83,-122.80,1.95,0.85,"7 km WNW of Cobb, CA"
us7000qt4m,2025-09-01T20:09:50.405Z,39.21,28.07,10.00,4.20,"10 km WSW of Sındırgı, Turkey"
nc75231722,2025-09-01T20:06:42.580Z,38.82,-122.84,2.27,0.27,"9 km WNW of The Geysers, CA"
ak025b7v22od,2025-09-01T20:03:38.056Z,66.25,-157.21,0.00,2.00,"71 km NNW of Huslia, Alaska"
pr71494283,2025-09-01T19:58:11.980Z,18.22,-66.71,7.47,1.95,"5 km S of Utuado, Puerto Rico"
ci41280928,2025-09-01T19:57:57.110Z,34.06,-117.14,11.48,2.50,"1 km S of Mentone, CA"
nc75231712,2025-09-01T19:39:53.700Z,38.83,-122.86,3.13,2.08,"10 km NW of The Geysers, CA"
nc75231707,2025-09-01T19:36:45.000Z,40.41,-125.25,10.00,2.56,"83 km W of Petrolia, CA"
mb90110033,2025-09-01T19:33:41.140Z,46.15,-110.93,5.58,1.08,"22 km NNW of Sedan, Montana"
av93049474,2025-09-01T19:25:45.680Z,54.74,-164.02,5.08,0.73,"41 km WSW of False Pass, Alaska"
ak025b7ujvq0,2025-09-01T19:18:58.236Z,56.13,-152.07,9.80,4.40,"141 km SSE of Old Harbor, Alaska"
us7000qt4d,2025-09-01T19:18:55.082Z,56.29,-152.10,10.00,4.30,"125 km SE of Old Harbor, Alaska"
ak025b7ujm2g,2025-09-01T19:17:28.335Z,56.11,-152.14,11.40,3.60,"140 km SSE of Old Harbor, Alaska"
ok2025rdlg,2025-09-01T19:11:37.420Z,36.45,-98.80,7.25,0.66,"16 km SSE of Waynoka, Oklahoma"
ak025b7uhxlr,2025-09-01T19:09:51.350Z,56.19,-152.13,11.40,4.20,"134 km SSE of Old Harbor, Alaska"
tx2025rfnhor,2025-09-01T19:01:43.988Z,31.64,-104.25,7.15,1.40,"56 km NW of Toyah, Texas"
nc75231702,2025-09-01T18:44:48.760Z,38.79,-122.77,1.88,0.41,"2 km NNW of The Geysers, CA"
ci41280888,2025-09-01T18:42:55.200Z,34.05,-117.22,13.44,1.00,"3 km W of Redlands, CA"
ak025b7u2pg1,2025-09-01T18:38:42.790Z,56.63,-152.12,34.90,3.30,"96 km SE of Old Harbor, Alaska"
ci41280872,2025-09-01T18:35:08.690Z,34.80,-116.27,3.35,1.98,"14 km NW of Ludlow, CA"
tx2025rfmgeg,2025-09-01T18:29:45.799Z,31.49,-103.88,6.10,1.60,"21 km NNW of Toyah, Texas"
ci41280864,2025-09-01T18:12:19.730Z,34.29,-118.45,4.68,0.99,"2 km WNW of San Fernando, CA"
nc75231687,2025-09-01T17:58:10.020Z,38.83,-122.81,1.69,0.26,"7 km NW of The Geysers, CA"
ak025b7tlckv,2025-09-01T17:57:42.664Z,56.64,-152.11,36.00,3.40,"95 km SE of Old Harbor, Alaska"
av93743983,2025-09-01T17:48:16.500Z,54.79,-163.97,14.30,1.02,"36 km WSW of False Pass, Alaska"
ak025b7tisbe,2025-09-01T17:45:42.984Z,63.32,-145.29,5.90,1.70,"30 km NNE of Paxson, Alaska"
tx2025rfkred,2025-09-01T17:42:10.437Z,32.26,-101.92,8.13,0.60,"18 km NW of Stanton, Texas"
ci41280848,2025-09-01T17:39:31.300Z,32.98,-116.40,5.08,0.63,"22 km NE of Pine Valley, CA"
ci41280840,2025-09-01T17:36:45.540Z,33.47,-116.91,5.65,0.34,"5 km WNW of Aguanga, CA"
ak025b7tev6g,2025-09-01T17:27:13.840Z,56.31,-157.04,109.40,2.50,"84 km E of Chignik, Alaska"
uu80116086,2025-09-01T17:25:53.030Z,38.49,-112.90,2.20,1.43,"14 km NE of Milford, Utah"
mb90109968,2025-09-01T17:21:08.700Z,46.83,-112.41,9.84,0.65,"12 km NW of Marysville, Montana"
nc75231672,2025-09-01T17:15:06.280Z,36.71,-121.37,3.34,0.73,"10 km SSW of Tres Pinos, CA"
tx2025rfjttb,2025-09-01T17:14:59.275Z,32.30,-101.82,7.08,1.20,"18 km N of Stanton, Texas"
mb90109843,2025-09-01T16:58:49.670Z,46.62,-112.92,6.67,1.06,"14 km NW of Garrison, Montana"
us7000qt3p,2025-09-01T16:56:24.295Z,0.22,121.95,197.55,4.40,"128 km WSW of Gorontalo, Indonesia"
nc75231667,2025-09-01T16:55:45.210Z,38.71,-122.91,7.41,1.28,"11 km NNW of Healdsburg, CA"
av93049469,2025-09-01T16:52:17.740Z,58.33,-154.57,12.52,0.23,"85 km N of Karluk, Alaska"
nc75231662,2025-09-01T16:49:21.380Z,39.02,-123.50,0.18,1.15,"12 km W of Boonville, CA"
ak025b7sxli9,2025-09-01T16:46:56.483Z,57.01,-155.68,54.90,3.00,"91 km W of Akhiok, Alaska"
ak025b7sx22j,2025-09-01T16:44:05.072Z,63.08,-150.49,103.20,1.10,"66 km NNE of Petersville, Alaska"
tx2025rfirlv,2025-09-01T16:42:30.079Z,32.13,-101.49,7.67,0.90,"11 km W of Forsan, Texas"
ci41280824,2025-09-01T16:27:34.140Z,32.89,-116.60,8.37,0.99,"10 km NW of Pine Valley, CA"
ci41280816,2025-09-01T16:22:26.600Z,34.05,-116.91,18.21,1.34,"12 km E of Yucaipa, CA"
ak025b7ss0r9,2025-09-01T16:20:55.257Z,63.77,-146.84,12.10,1.50,"62 km WSW of Delta Junction, Alaska"
uu80116081,2025-09-01T16:19:49.870Z,38.51,-112.90,2.44,0.77,"15 km NE of Milford, Utah"
us7000qt71,2025-09-01T16:12:10.754Z,52.11,160.02,57.95,4.50,"141 km SE of Petropavlovsk-Kamchatsky, Russia"
pr71494263,2025-09-01T16:05:59.350Z,18.27,-66.16,58.25,2.54,"6 km WNW of Aguas Buenas, Puerto Rico"
tx2025rfhkcb,2025-09-01T16:03:25.386Z,31.61,-103.93,7.88,1.50,"32 km WSW of Mentone, Texas"
ci41280800,2025-09-01T16:03:23.720Z,33.91,-116.25,5.63,0.75,"16 km NE of Thousand Palms, CA"
ci41280792,2025-09-01T15:59:29.370Z,33.91,-116.25,6.09,2.58,"16 km NE of Thousand Palms, CA"
uw62171762,2025-09-01T15:50:40.410Z,47.71,-120.05,3.43,0.70,"6 km NNE of Waterville, Washington"
ci41280776,2025-09-01T15:47:36.340Z,35.71,-117.51,6.77,0.44,"12 km WSW of Searles Valley, CA"
uu80116076,2025-09-01T15:46:08.090Z,37.66,-113.56,1.66,1.57,"1 km SSW of Newcastle, Utah"
av93743853,2025-09-01T15:45:48.180Z,53.86,-166.97,0.84,-0.14,"28 km W of Dutch Harbor, Alaska"
av93743843,2025-09-01T15:44:10.080Z,53.85,-166.95,4.62,0.10,"27 km W of Dutch Harbor, Alaska"
av93049449,2025-09-01T15:43:58.730Z,53.85,-166.95,4.77,0.46,"27 km W of Dutch Harbor, Alaska"
av93049454,2025-09-01T15:43:38.130Z,53.86,-166.96,1.00,-0.08,"27 km W of Dutch Harbor, Alaska"
av93049459,2025-09-01T15:43:33.990Z,53.86,-166.96,1.49,-0.08,"27 km W of Dutch Harbor, Alaska"
ci41280760,2025-09-01T15:40:32.500Z,33.54,-116.98,11.73,0.75,"15 km NW of Aguanga, CA"
ci41280752,2025-09-01T15:39:39.480Z,33.70,-116.74,15.98,0.96,"5 km SSW of Idyllwild, CA"
uw62171747,2025-09-01T15:36:38.010Z,48.54,-122.10,6.64,1.16,"2 km WNW of Lyman, Washington"
us7000qt16,2025-09-01T15:35:52.713Z,51.99,158.77,78.90,4.40,"108 km SSE of Vilyuchinsk, Russia"
ci41280736,2025-09-01T15:30:55.520Z,34.02,-117.59,4.81,1.02,"5 km SE of Ontario, CA"
nc75231652,2025-09-01T15:26:58.690Z,38.83,-122.82,1.14,0.69,"8 km NW of The Geysers, CA"
hv74766111,2025-09-01T15:24:58.390Z,19.18,-155.48,31.67,1.96,"2 km SSW of Pāhala, Hawaii"
uw62171732,2025-09-01T15:24:53.960Z,47.30,-122.43,20.71,1.04,"0 km NE of Browns Point, Washington"
av93743838,2025-09-01T15:24:16.790Z,59.35,-153.44,-0.86,-0.33,"61 km SE of Pedro Bay, Alaska"
us7000qt12,2025-09-01T15:20:25.974Z,56.22,-152.13,10.00,3.30,"130 km SSE of Old Harbor, Alaska"
ci41280720,2025-09-01T15:19:33.770Z,33.07,-115.56,11.33,1.27,"7 km ENE of Westmorland, CA"
tx2025rffvyi,2025-09-01T15:16:51.173Z,32.18,-101.19,8.13,1.40,"16 km SE of Coahoma, Texas"
ci41280704,2025-09-01T15:11:41.550Z,35.36,-117.79,6.64,1.04,"14 km W of Johannesburg, CA"
ak025b7s3wks,2025-09-01T15:08:03.641Z,63.53,-147.29,0.00,1.40,"83 km ESE of Denali Park, Alaska"
us7000qt11,2025-09-01T15:06:16.443Z,51.50,159.74,10.00,4.60,"184 km SSE of Vilyuchinsk, Russia"
av93743798,2025-09-01T15:02:13.070Z,60.60,-152.88,8.88,-0.27,"85 km W of Salamatof, Alaska"
uu80116071,2025-09-01T14:56:42.770Z,44.75,-111.18,7.39,0.67,"1 km SSE of Hebgen Lake Estates, Montana"
ci41280688,2025-09-01T14:53:55.430Z,33.60,-116.63,14.54,0.37,"6 km NE of Anza, CA"
uu80116066,2025-09-01T14:49:51.700Z,39.76,-110.90,1.82,1.47,"8 km NNW of Helper, Utah"
nc75231647,2025-09-01T14:30:54.220Z,38.84,-122.79,1.96,0.41,"6 km WNW of Cobb, CA"
ci41280664,2025-09-01T14:29:18.720Z,35.88,-117.72,10.46,0.31,"18 km ESE of Little Lake, CA"
uu80116061,2025-09-01T14:27:20.930Z,38.51,-112.89,2.78,1.23,"16 km NE of Milford, Utah"
av93743763,2025-09-01T14:22:16.580Z,60.03,-153.05,7.34,-0.83,"65 km ENE of Pedro Bay, Alaska"
uu80116056,2025-09-01T14:19:40.550Z,38.50,-112.90,2.60,0.74,"15 km NE of Milford, Utah"
pr2025244002,2025-09-01T14:05:00.520Z,19.57,-64.23,37.00,3.76,"149 km NNE of Cruz Bay, U.S. Virgin Islands"
ci41280648,2025-09-01T14:04:16.630Z,33.99,-116.83,19.98,0.88,"8 km NNE of Banning, CA"
nc75231637,2025-09-01T14:03:54.900Z,36.35,-120.94,7.77,1.76,"23 km NE of King City, CA"
ci37741316,2025-09-01T14:03:51.090Z,33.79,-116.10,2.25,0.43,"14 km NE of Indio, CA"
tx2025rfddfz,2025-09-01T13:54:48.640Z,31.65,-104.29,6.10,1.90,"59 km S of Whites City, New Mexico"
av93049444,2025-09-01T13:51:27.310Z,60.13,-152.96,11.27,0.25,"71 km WNW of Happy Valley, Alaska"
us7000qt0q,2025-09-01T13:48:12.081Z,56.19,-152.18,10.00,3.30,"131 km SSE of Old Harbor, Alaska"
us7000qt0p,2025-09-01T13:48:01.759Z,-30.61,-71.24,61.21,4.60,"4 km WSW of Ovalle, Chile"
tx2025rfcwan,2025-09-01T13:46:26.094Z,32.18,-101.20,8.20,1.60,"16 km SE of Coahoma, Texas"
uw62171692,2025-09-01T13:43:26.900Z,47.49,-121.75,16.69,0.73,"1 km N of Tanner, Washington"
uu80116051,2025-09-01T13:39:19.790Z,38.49,-112.89,2.29,1.26,"14 km NE of Milford, Utah"
ak025b7r35en,2025-09-01T13:36:55.593Z,62.92,-148.75,55.60,2.00,"53 km S of Cantwell, Alaska"
pr2025244001,2025-09-01T13:30:48.970Z,19.59,-64.25,38.00,3.97,"150 km NNE of Cruz Bay, U.S. Virgin Islands"
ok2025rczv,2025-09-01T13:26:07.330Z,34.62,-97.26,22.82,1.31,"8 km WSW of Wynnewood, Oklahoma"
nn00903625,2025-09-01T13:22:38.417Z,36.71,-116.31,9.30,-0.30,"45 km ESE of Beatty, Nevada"
nc75231632,2025-09-01T13:17:21.240Z,36.85,-121.44,5.80,0.65,"4 km W of Hollister, CA"
ci41280640,2025-09-01T13:16:47.800Z,33.18,-116.37,12.08,1.08,"8 km S of Borrego Springs, CA"
ak025b7qxbk8,2025-09-01T13:09:35.766Z,61.27,-149.36,34.20,2.00,"12 km ESE of Eagle River, Alaska"
mb90110003,2025-09-01T13:08:11.440Z,47.60,-113.96,15.88,0.92,"11 km SE of Turtle Lake, Montana"
nc75231627,2025-09-01T13:07:29.810Z,38.80,-122.82,3.26,0.88,"6 km NW of The Geysers, CA"
ci41280632,2025-09-01T12:57:43.790Z,33.54,-116.72,6.19,0.33,"4 km WSW of Anza, CA"
ci41280624,2025-09-01T12:56:50.800Z,33.54,-116.72,6.00,0.28,"5 km WSW of Anza, CA"
uu80116046,2025-09-01T12:54:31.980Z,38.50,-112.90,2.55,0.89,"14 km NE of Milford, Utah"
nc75231622,2025-09-01T12:54:30.610Z,35.76,-121.15,4.37,1.13,"14 km NNE of San Simeon, CA"
uu80116041,2025-09-01T12:48:49.140Z,38.51,-112.89,2.82,0.95,"15 km NE of Milford, Utah"
uu80116036,2025-09-01T12:42:58.130Z,38.50,-112.90,2.80,0.44,"15 km NE of Milford, Utah"
ci41280616,2025-09-01T12:38:44.880Z,35.95,-117.68,4.83,0.47,"21 km E of Little Lake, CA"
uu80116031,2025-09-01T12:30:48.000Z,38.50,-112.89,2.30,0.66,"15 km NE of Milford, Utah"
hv74766026,2025-09-01T12:08:38.480Z,19.42,-155.26,2.97,1.72,"4 km SW of Volcano, Hawaii"
tx2025rezkeo,2025-09-01T12:02:10.347Z,32.43,-102.15,8.72,2.20,"37 km ENE of McKinney Acres, Texas"
ci41280600,2025-09-01T12:00:35.530Z,32.98,-116.40,3.76,0.84,"22 km ESE of Julian, CA"
uu80116026,2025-09-01T12:00:20.440Z,36.86,-113.71,19.73,1.58,"19 km E of Littlefield, Arizona"
us7000qt0j,2025-09-01T11:58:42.919Z,51.78,159.70,35.00,4.90,"155 km SE of Vilyuchinsk, Russia"
ak025b7q0qht,2025-09-01T11:57:32.814Z,57.33,-153.28,0.00,2.00,"14 km N of Old Harbor, Alaska"
us7000qt0i,2025-09-01T11:56:19.771Z,2.07,127.18,38.66,4.40,"100 km WNW of Tobelo, Indonesia"
nc75231617,2025-09-01T11:51:14.900Z,38.79,-122.76,0.36,0.75,"2 km N of The Geysers, CA"
nn00903622,2025-09-01T11:49:53.166Z,36.71,-116.31,9.30,-0.10,"45 km ESE of Beatty, Nevada"
ak025b7py6gc,2025-09-01T11:45:49.009Z,56.37,-152.12,12.00,4.70,"117 km SE of Old Harbor, Alaska"
uu80116021,2025-09-01T11:43:03.380Z,44.80,-110.84,4.14,0.95,"22 km SSW of Mammoth, Wyoming"
nc75231612,2025-09-01T11:41:25.100Z,37.44,-118.84,3.50,0.79,"20 km SW of Toms Place, CA"
ak025b7px3ms,2025-09-01T11:40:36.849Z,62.54,-150.72,72.80,1.60,"5 km NNE of Petersville, Alaska"
ak025b7pu4t2,2025-09-01T11:26:52.386Z,56.59,-152.13,0.00,3.00,"98 km SE of Old Harbor, Alaska"
nc75231607,2025-09-01T11:23:49.030Z,38.83,-122.80,2.14,0.70,"7 km WNW of Cobb, CA"
uu80116016,2025-09-01T11:22:09.450Z,38.50,-112.90,1.85,1.76,"15 km NE of Milford, Utah"
ci41280592,2025-09-01T11:20:13.960Z,35.88,-117.70,3.99,0.61,"19 km ESE of Little Lake, CA"
ok2025rcvr,2025-09-01T11:19:54.869Z,35.34,-97.92,10.12,0.47,"3 km NE of Minco, Oklahoma"
pr2025244000,2025-09-01T11:17:02.820Z,19.50,-64.42,35.00,3.69,"135 km NNE of Cruz Bay, U.S. Virgin Islands"
ak025b7pryow,2025-09-01T11:16:42.830Z,56.38,-152.08,11.70,3.10,"118 km SE of Old Harbor, Alaska"
ok2025rcvo,2025-09-01T11:16:00.750Z,34.68,-96.65,7.31,1.24,"11 km SSE of Ada, Oklahoma"
nc75231602,2025-09-01T11:13:34.650Z,36.00,-120.56,3.02,1.71,"16 km NW of Parkfield, CA"
ok2025rcvk,2025-09-01T11:11:09.619Z,35.16,-96.07,22.87,0.99,"8 km NE of Lamar, Oklahoma"
nc75231592,2025-09-01T11:09:49.300Z,38.81,-122.79,2.26,1.53,"5 km NNW of The Geysers, CA"
ak025b7pqg2m,2025-09-01T11:08:49.784Z,56.33,-152.09,12.00,3.90,"122 km SE of Old Harbor, Alaska"
ak025b7pq04v,2025-09-01T11:07:25.285Z,56.21,-152.10,8.60,4.00,"133 km SSE of Old Harbor, Alaska"
nc75231587,2025-09-01T11:06:54.990Z,37.63,-122.35,12.08,1.08,"5 km NE of Millbrae, CA"
uw62171647,2025-09-01T11:04:16.290Z,46.21,-122.17,6.70,-0.28,"39 km NNE of Amboy, Washington"
ak025b7povrc,2025-09-01T11:02:10.535Z,56.28,-151.98,18.50,5.00,"130 km SE of Old Harbor, Alaska"
tx2025rexftp,2025-09-01T10:56:43.208Z,31.62,-104.26,1.95,0.90,"55 km NW of Toyah, Texas"
nc75231582,2025-09-01T10:51:52.210Z,36.75,-120.96,3.04,1.67,"29 km NNE of Pinnacles, CA"
av93743528,2025-09-01T10:44:54.780Z,58.50,-154.41,6.20,0.86,"101 km WNW of Aleneva, Alaska"
mb90110138,2025-09-01T10:42:32.050Z,44.80,-111.54,13.26,0.22,"28 km W of Hebgen Lake Estates, Montana"
ak025b7pall7,2025-09-01T10:35:38.670Z,63.29,-151.15,13.70,1.20,"40 km SE of Denali National Park, Alaska"
nc75231577,2025-09-01T10:34:29.200Z,38.84,-122.79,2.25,0.36,"6 km WNW of Cobb, CA"
nc75231572,2025-09-01T10:24:45.790Z,38.84,-122.79,1.88,0.70,"6 km WNW of Cobb, CA"
ak025b7p77rg,2025-09-01T10:19:59.801Z,61.53,-141.49,0.00,2.00,"77 km E of McCarthy, Alaska"
ak025b7p73ft,2025-09-01T10:19:03.779Z,57.87,-155.60,10.70,1.90,"75 km WNW of Karluk, Alaska"
ak025b7p6xud,2025-09-01T10:18:17.397Z,57.15,-155.09,45.20,1.90,"60 km WNW of Akhiok, Alaska"
ci41280584,2025-09-01T10:16:09.880Z,34.21,-117.08,3.75,0.22,"2 km E of Running Springs, CA"
uw62171642,2025-09-01T10:10:54.110Z,46.21,-122.20,-1.44,-0.39,"38 km S of Morton, Washington"
nc75231567,2025-09-01T10:06:38.000Z,37.43,-121.77,9.99,1.66,"9 km NNE of Alum Rock, CA"
ci41280576,2025-09-01T09:58:17.890Z,33.19,-116.37,12.13,0.50,"8 km S of Borrego Springs, CA"
ak025b7otvc4,2025-09-01T09:57:33.490Z,61.57,-141.24,0.00,2.70,"90 km E of McCarthy, Alaska"
nc75231562,2025-09-01T09:52:01.110Z,38.83,-122.80,1.74,1.08,"7 km WNW of Cobb, CA"
ak025b7oql5a,2025-09-01T09:42:02.404Z,60.05,-153.60,172.70,2.10,"40 km NE of Pedro Bay, Alaska"
uu80116006,2025-09-01T09:37:36.750Z,44.80,-110.85,5.43,1.68,"22 km SSW of Mammoth, Wyoming"
uu80116001,2025-09-01T09:34:14.850Z,38.50,-112.90,2.23,1.42,"15 km NE of Milford, Utah"
us7000qszi,2025-09-01T09:27:37.204Z,18.79,-69.63,108.17,4.40,"4 km NNE of Bayaguana, Dominican Republic"
ak025b7on0ay,2025-09-01T09:25:31.946Z,61.39,-150.10,29.90,1.40,"7 km WNW of Point MacKenzie, Alaska"
ak025b7omep7,2025-09-01T09:22:51.957Z,57.86,-155.55,6.90,2.40,"72 km WNW of Karluk, Alaska"
pr71494193,2025-09-01T09:20:26.150Z,17.95,-66.29,10.05,2.55,"3 km S of Salinas, Puerto Rico"
us7000qu07,2025-09-01T09:18:42.985Z,44.97,-74.36,11.96,1.20,"11 km E of Fort Covington Hamlet, New York"
hv74765941,2025-09-01T09:16:36.310Z,19.87,-155.58,18.25,1.61,"19 km SSE of Waimea, Hawaii"
uu80115996,2025-09-01T09:15:23.550Z,38.50,-112.90,2.42,0.45,"15 km NE of Milford, Utah"
tx2025retobk,2025-09-01T09:05:47.020Z,32.00,-101.74,7.84,0.70,"14 km SSE of Stanton, Texas"
us7000qszd,2025-09-01T08:58:25.023Z,-6.36,149.33,35.00,5.00,"29 km SW of Kandrian, Papua New Guinea"
ci41280568,2025-09-01T08:58:24.860Z,33.89,-116.86,16.65,2.39,"4 km SSE of Banning, CA"
ak025b7o8mqn,2025-09-01T08:58:24.311Z,60.95,-150.97,33.50,1.60,"15 km W of Point Possession, Alaska"
nn00903616,2025-09-01T08:55:35.965Z,39.42,-120.30,3.50,0.60,"12 km NNE of Soda Springs, California"
tx2025retfjv,2025-09-01T08:55:34.645Z,31.62,-104.14,1.90,1.00,"47 km NW of Toyah, Texas"
nc75231552,2025-09-01T08:51:25.570Z,38.80,-122.75,2.41,0.78,"2 km NNE of The Geysers, CA"
ci41280560,2025-09-01T08:49:24.220Z,34.43,-117.83,7.88,0.86,"8 km SSW of Llano, CA"
